Combinations;actual;mean;std;z-score
('BPD', 'CUD', 'MDD', 'MS', 'SZC');15;1.7;4.02;3.31
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'SLE', 'SZC');28;3.33;7.46;3.31
('BILIARYCHIRROSIS', 'CUD', 'MS', 'RA', 'SLE');24;2.41;6.52;3.31
('MDD', 'MS', 'PREECLAMPSIA', 'SLE');44;5.03;11.79;3.31
('GOUT', 'MS', 'RA', 'SLE');44;5.34;11.67;3.31
('ASD', 'AUD', 'MS', 'PARKINSONS');23;2.07;6.32;3.31
('GOUT', 'MDD', 'MS', 'SLE');39;4.71;10.37;3.31
('ADHD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');30;2.97;8.16;3.31
('RA', 'SJOGRENS', 'SLE');68;8.7;17.93;3.31
('BPD', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');90;12.46;23.43;3.31
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SLE');15;1.36;4.12;3.31
('ADHD', 'MS', 'PREECLAMPSIA', 'SLE', 'SZC');28;2.9;7.58;3.31
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'SLE', 'SZC');33;3.2;8.99;3.31
('ADHD', 'AUD', 'MIGRAINE', 'MS', 'SZC');21;1.92;5.76;3.31
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'RA', 'SZC');31;3.13;8.41;3.31
('BPD', 'CUD', 'MDD', 'RA', 'SZC');27;3.0;7.26;3.31
('GOUT', 'MDD', 'RA', 'SZC');81;11.7;20.92;3.31
('ADHD', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');41;5.2;10.82;3.31
('BILIARYCHIRROSIS', 'GOUT', 'SLE', 'SZC');91;12.43;23.72;3.31
('ADHD', 'AUD', 'MS', 'RA', 'SLE');16;1.61;4.35;3.31
('ADHD', 'ANOREXIA', 'CHRONICPAIN');62;8.3;16.23;3.31
('MDD', 'MS', 'RA', 'SLE');120;18.02;30.82;3.31
('ADHD', 'AUD', 'MDD', 'MIGRAINE', 'SZC');21;1.92;5.76;3.31
('ASD', 'BPD', 'MS', 'PARKINSONS', 'SLE');15;1.36;4.12;3.31
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA', 'SZC');30;3.05;8.13;3.31
('BILIARYCHIRROSIS', 'BPD', 'MS', 'SLE', 'SZC');121;17.55;31.22;3.31
('BPD', 'CUD', 'GOUT', 'MS', 'RA');13;1.2;3.56;3.31
('AUD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'PREECLAMPSIA');9;0.8;2.48;3.31
('AUD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'RA');24;2.33;6.55;3.31
('ASD', 'AUD', 'MDD', 'PARKINSONS');13;1.2;3.56;3.31
('ADHD', 'MDD', 'MIGRAINE', 'MS', 'SZC');23;2.59;6.17;3.31
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SZC');23;2.25;6.27;3.31
('AUD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA', 'SZC');21;2.35;5.64;3.31
('BPD', 'CUD', 'GOUT', 'MS', 'SZC');13;1.2;3.56;3.31
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'RA');17;1.6;4.65;3.31
('ADHD', 'CUD', 'MDD', 'SZC');39;5.22;10.22;3.31
('BILIARYCHIRROSIS', 'RA', 'SJOGRENS');68;8.94;17.84;3.31
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'MS', 'SLE');13;1.2;3.56;3.31
('AUD', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SZC');46;6.03;12.09;3.31
('BPD', 'MS', 'PREECLAMPSIA', 'RA', 'SZC');40;6.21;10.22;3.31
('BILIARYCHIRROSIS', 'SJOGRENS', 'SLE');71;8.83;18.77;3.31
('ADHD', 'MDD', 'MS', 'PREECLAMPSIA', 'SLE');14;1.28;3.84;3.31
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'MS', 'SZC');13;1.2;3.56;3.31
('BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'RA', 'SZC');91;11.92;23.87;3.31
('ASD', 'BILIARYCHIRROSIS', 'SLE', 'SZC');115;14.62;30.33;3.31
('IBD', 'MS', 'PREECLAMPSIA', 'RA');12;1.12;3.29;3.31
('BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SLE', 'SZC');92;11.47;24.36;3.31
('BPD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');23;3.43;5.92;3.31
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');13;1.29;3.54;3.31
('BPD', 'MDD', 'PREECLAMPSIA', 'SLE', 'SZC');55;6.81;14.55;3.31
('ANOREXIA', 'CHRONICPAIN', 'MDD', 'MIGRAINE', 'SZC');11;0.96;3.03;3.31
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SLE');8;0.72;2.2;3.31
('MS', 'PARKINSONS', 'RA', 'SLE', 'SZC');51;6.24;13.52;3.31
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'SZC');119;15.9;31.11;3.31
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'SLE');208;31.93;53.19;3.31
('ADHD', 'ANOREXIA', 'MDD', 'MIGRAINE', 'SZC');19;1.77;5.21;3.31
('ADHD', 'ASD', 'AUD', 'SLE', 'SZC');14;1.37;3.82;3.31
('BPD', 'CUD', 'MDD', 'SZC');63;8.89;16.36;3.31
('AUD', 'MDD', 'MIGRAINE', 'MS', 'SZC');27;3.0;7.26;3.31
('MS', 'SJOGRENS', 'SLE');43;5.7;11.27;3.31
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'TOURETTES');16;1.61;4.35;3.31
('ADHD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA');65;9.38;16.81;3.31
('ADHD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE');64;8.28;16.83;3.31
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SLE');61;7.29;16.22;3.31
('CUD', 'SJOGRENS', 'SLE');18;1.76;4.9;3.31
('ADHD', 'BPD', 'CHRONICPAIN', 'MDD', 'SZC');27;3.25;7.18;3.31
('ASD', 'AUD', 'MDD', 'PARKINSONS', 'SZC');13;1.2;3.56;3.31
('BILIARYCHIRROSIS', 'IBD', 'MS', 'RA', 'SLE');14;1.37;3.82;3.31
('AUD', 'BILIARYCHIRROSIS', 'GDM', 'SZC');25;2.66;6.75;3.31
('BILIARYCHIRROSIS', 'PARKINSONS', 'RA', 'SLE', 'SZC');64;9.72;16.42;3.31
('ASD', 'PARKINSONS', 'SZC');128;18.09;33.16;3.31
('BPD', 'MDD', 'RA', 'SLE');208;33.04;52.89;3.31
('CUD', 'MS', 'PREECLAMPSIA', 'RA', 'SLE');9;0.8;2.48;3.31
('ASD', 'AUD', 'RA', 'SLE');27;2.65;7.35;3.31
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SZC', 'TOURETTES');9;0.8;2.48;3.31
('ADHD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA', 'SZC');42;5.44;11.04;3.31
('AUD', 'BILIARYCHIRROSIS', 'IBD', 'RA');8;0.72;2.2;3.31
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PREECLAMPSIA', 'SZC');35;3.95;9.37;3.31
('BPD', 'MS', 'RA', 'SLE');196;32.98;49.32;3.31
('ADHD', 'AUD', 'MIGRAINE', 'MS');22;2.26;5.97;3.31
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'TOURETTES');22;2.25;5.96;3.31
('CHRONICPAIN', 'IBS', 'MDD');8;0.72;2.2;3.31
('ASD', 'AUD', 'PREECLAMPSIA', 'RA', 'SLE');9;0.8;2.48;3.31
('MS', 'RA', 'SJOGRENS', 'SZC');43;4.94;11.5;3.31
('ASD', 'AUD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');8;0.72;2.2;3.31
('AUD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');9;0.8;2.48;3.31
('ADHD', 'PREECLAMPSIA', 'RA', 'SLE');64;9.37;16.51;3.31
('AUD', 'MS', 'PARKINSONS', 'SLE', 'SZC');25;2.58;6.77;3.31
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PREECLAMPSIA', 'SLE');44;4.16;12.02;3.31
('ASD', 'PARKINSONS', 'RA', 'SLE', 'SZC');29;2.9;7.89;3.31
('BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'RA');161;23.99;41.37;3.31
('AUD', 'MDD', 'RA', 'SLE', 'SZC');36;3.96;9.68;3.31
('ANOREXIA', 'BPD', 'CHRONICPAIN', 'MIGRAINE');17;1.53;4.68;3.31
('ADHD', 'ASD', 'AUD', 'BILIARYCHIRROSIS', 'SZC');14;1.37;3.82;3.31
('CUD', 'MDD', 'PREECLAMPSIA', 'SLE', 'SZC');9;0.8;2.48;3.31
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MS', 'SZC');43;4.5;11.62;3.31
('ADHD', 'CHRONICPAIN', 'IBS');11;0.96;3.03;3.31
('ASD', 'AUD', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');8;0.72;2.2;3.31
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GOUT');29;3.74;7.64;3.31
('GOUT', 'SJOGRENS');58;6.56;15.55;3.31
('AUD', 'MDD', 'PREECLAMPSIA', 'RA', 'SLE');14;1.54;3.77;3.31
('AUD', 'MS', 'RA', 'SLE', 'SZC');40;5.28;10.48;3.31
('BPD', 'GOUT', 'MDD', 'RA');80;9.55;21.27;3.31
('ANOREXIA', 'CHRONICPAIN', 'MDD');56;7.83;14.57;3.31
('ASD', 'AUD', 'PARKINSONS', 'RA', 'SZC');25;2.23;6.87;3.31
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'MS', 'SZC');28;3.83;7.31;3.31
('ASD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');8;0.72;2.2;3.31
('ASD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');8;0.72;2.2;3.31
('AUD', 'MDD', 'MS', 'RA', 'SLE');22;2.17;5.99;3.31
('BILIARYCHIRROSIS', 'MS', 'SJOGRENS', 'SZC');43;4.75;11.54;3.31
('BPD', 'GOUT', 'SLE', 'SZC');111;15.0;28.96;3.31
('BPD', 'CUD', 'GOUT', 'MDD');22;2.17;5.99;3.31
('BPD', 'CUD', 'GOUT', 'SZC');23;2.59;6.17;3.31
('ASD', 'AUD', 'MS', 'SLE');23;2.33;6.24;3.31
('AUD', 'BILIARYCHIRROSIS', 'SZC', 'TOURETTES');24;2.92;6.37;3.31
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA', 'SLE');23;2.25;6.27;3.31
('ANOREXIA', 'BPD', 'CUD', 'MDD', 'SZC');21;1.83;5.79;3.31
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'SLE');15;1.53;4.07;3.31
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SLE');22;2.17;5.99;3.31
('MDD', 'MS', 'PARKINSONS', 'RA', 'SLE');20;2.26;5.36;3.31
('GOUT', 'RA', 'SLE', 'SZC');88;13.47;22.54;3.31
('BPD', 'RA', 'SJOGRENS');68;8.93;17.84;3.31
('AUD', 'BILIARYCHIRROSIS', 'SLE', 'SZC');168;25.08;43.17;3.31
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'SZC');45;5.84;11.82;3.31
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE');9;0.8;2.48;3.31
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'SZC');29;3.06;7.83;3.31
('ASD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS', 'SZC');17;1.6;4.65;3.31
('ANOREXIA', 'BPD', 'CHRONICPAIN', 'MIGRAINE', 'SZC');17;1.53;4.68;3.31
('ADHD', 'MS', 'PREECLAMPSIA', 'SLE');42;5.35;11.06;3.31
('ASD', 'AUD', 'PARKINSONS', 'PREECLAMPSIA');8;0.72;2.2;3.31
('BILIARYCHIRROSIS', 'MS', 'MYASTHENIAGRAVIS', 'RA', 'SLE');13;1.2;3.56;3.31
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'SLE', 'SZC');41;4.68;10.96;3.31
('CUD', 'MS', 'SJOGRENS');12;1.12;3.29;3.31
('ADHD', 'MS', 'SZC', 'TOURETTES');27;3.25;7.18;3.31
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'RA', 'SZC');49;5.25;13.23;3.31
('BILIARYCHIRROSIS', 'GDM', 'GOUT', 'RA');8;0.72;2.2;3.31
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'SZC');22;2.42;5.91;3.31
('BILIARYCHIRROSIS', 'BPD', 'SJOGRENS');71;9.31;18.61;3.31
('CUD', 'GOUT', 'RA', 'SLE');23;2.49;6.19;3.31
('AUD', 'BILIARYCHIRROSIS', 'GDM');32;3.72;8.54;3.31
('BILIARYCHIRROSIS', 'IBD', 'RA', 'SLE');31;3.3;8.36;3.31
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'RA', 'SZC');27;2.73;7.33;3.31
('MS', 'SJOGRENS', 'SLE', 'SZC');43;4.58;11.59;3.31
('MDD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');11;0.96;3.03;3.31
('ANOREXIA', 'BPD', 'CUD', 'SZC');26;2.66;7.05;3.31
('ASD', 'MS', 'PARKINSONS', 'SLE');32;3.3;8.67;3.31
('ASD', 'AUD', 'BPD', 'SLE');22;2.68;5.84;3.31
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'MDD');81;9.32;21.67;3.31
('ASD', 'PARKINSONS', 'RA', 'SLE');36;4.21;9.6;3.31
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'RA', 'SLE');34;4.32;8.98;3.31
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'TOURETTES');9;0.8;2.48;3.31
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'GOUT', 'MS');13;1.2;3.56;3.31
('BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE', 'SZC');182;28.01;46.57;3.31
('GOUT', 'MDD', 'SLE');98;15.66;24.89;3.31
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA');13;1.2;3.56;3.31
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'RA');89;11.78;23.32;3.31
('ASD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS');17;1.69;4.62;3.31
('MYASTHENIAGRAVIS', 'RA', 'SLE');32;4.4;8.35;3.31
('ADHD', 'ANOREXIA', 'MIGRAINE', 'SZC');22;3.26;5.67;3.31
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'RA', 'SZC');45;6.18;11.73;3.31
('AUD', 'PARKINSONS', 'SLE');124;17.5;32.17;3.31
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA');8;0.72;2.2;3.31
('MS', 'PREECLAMPSIA', 'SLE');239;38.06;60.84;3.3
('BILIARYCHIRROSIS', 'MYASTHENIAGRAVIS', 'RA', 'SLE');17;1.7;4.64;3.3
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');10;0.97;2.74;3.3
('BPD', 'CUD', 'GOUT', 'SLE');23;2.51;6.2;3.3
('CUD', 'RA', 'SJOGRENS');18;1.69;4.94;3.3
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');10;0.88;2.76;3.3
('ASD', 'BILIARYCHIRROSIS', 'RA', 'SLE', 'SZC');32;4.34;8.39;3.3
('BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'PREECLAMPSIA', 'SLE');10;0.88;2.76;3.3
('BPD', 'CUD', 'GOUT', 'RA');23;2.94;6.08;3.3
('MS', 'PREECLAMPSIA', 'RA');264;46.47;65.9;3.3
('ASD', 'MS', 'PREECLAMPSIA', 'RA', 'SLE');10;0.97;2.74;3.3
('ANOREXIA', 'CHRONICPAIN', 'MIGRAINE');23;3.02;6.05;3.3
('ADHD', 'BPD', 'MDD', 'MS', 'PREECLAMPSIA');9;0.89;2.46;3.3
('GDM', 'GOUT');38;5.08;9.99;3.3
('ADHD', 'BPD', 'PREECLAMPSIA', 'RA', 'SLE');28;3.51;7.43;3.3
('BPD', 'PARKINSONS', 'RA', 'SLE', 'SZC');52;8.2;13.28;3.3
('ADHD', 'AUD', 'MDD', 'MS', 'SLE');9;0.89;2.46;3.3
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'SLE', 'SZC');48;5.87;12.77;3.3
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA', 'SZC');27;3.26;7.19;3.3
('BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA', 'SZC');184;31.89;46.06;3.3
('AUD', 'BPD', 'GOUT', 'RA', 'SLE');9;0.89;2.46;3.3
('ADHD', 'BPD', 'MS', 'PREECLAMPSIA', 'SLE');17;1.79;4.61;3.3
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');18;1.95;4.86;3.3
('BILIARYCHIRROSIS', 'RA', 'SLE');1012;190.38;249.31;3.3
('BILIARYCHIRROSIS', 'SJOGRENS', 'SZC');71;12.56;17.73;3.3
('BILIARYCHIRROSIS', 'PARKINSONS', 'SLE', 'SZC');148;26.89;36.74;3.3
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');15;1.88;3.98;3.3
('BILIARYCHIRROSIS', 'CUD', 'MS', 'PREECLAMPSIA', 'RA');10;0.97;2.74;3.3
('ASD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SLE');10;0.88;2.76;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'MS');47;7.62;11.93;3.3
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SZC');61;10.19;15.42;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'SZC');113;18.96;28.52;3.3
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA', 'SZC');29;3.75;7.64;3.3
('AUD', 'BILIARYCHIRROSIS', 'MS', 'SLE');69;10.21;17.79;3.3
('BPD', 'GOUT', 'MDD');112;19.77;27.97;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'RA');17;1.61;4.66;3.3
('BILIARYCHIRROSIS', 'MS', 'PARKINSONS', 'RA');74;13.28;18.42;3.3
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA', 'SLE');17;1.7;4.64;3.3
('BILIARYCHIRROSIS', 'MS', 'MYASTHENIAGRAVIS', 'SLE');13;1.46;3.5;3.3
('ASD', 'BPD', 'MDD', 'RA', 'SLE');19;2.02;5.14;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'SZC');23;2.43;6.23;3.3
('ASD', 'BPD', 'MDD', 'SLE', 'SZC');24;2.68;6.46;3.3
('ADHD', 'BILIARYCHIRROSIS', 'CUD', 'RA', 'SLE');10;0.97;2.74;3.3
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MS');46;6.21;12.06;3.3
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'SZC');26;3.09;6.94;3.3
('BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');37;4.91;9.73;3.3
('BILIARYCHIRROSIS', 'MDD', 'SLE', 'SZC');231;43.32;56.95;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'RA', 'SZC');44;6.06;11.51;3.3
('BILIARYCHIRROSIS', 'GOUT', 'PREECLAMPSIA', 'RA', 'SLE');14;1.46;3.8;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PREECLAMPSIA', 'SLE');14;1.46;3.8;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA');9;0.89;2.46;3.3
('BILIARYCHIRROSIS', 'IBD', 'MS', 'PREECLAMPSIA');12;1.21;3.27;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'PREECLAMPSIA');12;1.39;3.22;3.3
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'SZC');27;3.01;7.28;3.3
('ASD', 'CHRONICPAIN', 'PARKINSONS', 'SLE', 'SZC');17;1.61;4.66;3.3
('BILIARYCHIRROSIS', 'MDD', 'MS', 'SLE');117;18.22;29.96;3.3
('CUD', 'GOUT', 'SLE', 'SZC');24;2.59;6.48;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'BPD', 'RA');12;1.21;3.27;3.3
('ASD', 'BPD', 'RA', 'SLE', 'SZC');30;3.75;7.95;3.3
('MIGRAINE', 'MS', 'PREECLAMPSIA', 'RA', 'SLE');10;0.88;2.76;3.3
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SZC');17;1.61;4.66;3.3
('BILIARYCHIRROSIS', 'GOUT', 'RA', 'SZC');94;15.59;23.78;3.3
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'SLE', 'SZC');19;2.02;5.14;3.3
('ASD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');10;0.97;2.74;3.3
('ADHD', 'AUD', 'MS', 'PREECLAMPSIA', 'SLE');9;0.89;2.46;3.3
('ANOREXIA', 'BPD', 'CUD', 'MDD');21;2.19;5.7;3.3
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'MS', 'RA');20;2.19;5.4;3.3
('CUD', 'MDD', 'PREECLAMPSIA', 'RA', 'SLE');10;0.97;2.74;3.3
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'PREECLAMPSIA', 'SLE');10;0.88;2.76;3.3
('BPD', 'GOUT', 'MDD', 'MS');40;5.15;10.57;3.3
('ASD', 'CHRONICPAIN', 'PARKINSONS', 'SLE');17;1.61;4.66;3.3
('ADHD', 'MS', 'RA', 'SLE', 'SZC');45;7.27;11.42;3.3
('ADHD', 'AUD', 'PREECLAMPSIA', 'RA', 'SLE');10;0.88;2.76;3.3
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'TOURETTES');9;0.89;2.46;3.3
('CUD', 'MDD', 'MS', 'RA', 'SZC');19;2.12;5.12;3.3
('BPD', 'GOUT', 'RA', 'SZC');94;15.12;23.87;3.3
('ASD', 'CHRONICPAIN', 'PARKINSONS', 'SZC');17;1.87;4.59;3.3
('ADHD', 'BILIARYCHIRROSIS', 'MS', 'TOURETTES');27;3.01;7.28;3.3
('BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');33;4.07;8.76;3.3
('GOUT', 'MDD', 'MS', 'RA');40;4.97;10.61;3.3
('BILIARYCHIRROSIS', 'CUD', 'MS', 'SLE', 'SZC');20;2.53;5.29;3.3
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SZC');25;3.1;6.63;3.3
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SLE');21;2.27;5.67;3.3
('ANOREXIA', 'CHRONICPAIN', 'MIGRAINE', 'SZC');22;2.44;5.93;3.3
('ADHD', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE');11;1.14;2.99;3.3
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'RA', 'SZC');54;8.33;13.82;3.3
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SLE');28;3.34;7.48;3.3
('BPD', 'MDD', 'MS', 'SLE');94;16.46;23.5;3.3
('ASD', 'BPD', 'MDD', 'MS', 'SLE');14;1.46;3.8;3.3
('BPD', 'MDD', 'PREECLAMPSIA', 'SLE');61;9.67;15.56;3.3
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS', 'SZC');18;1.78;4.91;3.3
('AUD', 'CHRONICPAIN', 'PARKINSONS', 'SLE');18;1.69;4.94;3.3
('ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');10;0.88;2.76;3.3
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'RA');53;6.7;14.05;3.3
('BPD', 'MS', 'PARKINSONS', 'RA', 'SZC');47;7.21;12.06;3.3
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MS', 'SLE');19;2.2;5.09;3.3
('ADHD', 'MDD', 'MIGRAINE', 'SZC');46;6.62;11.92;3.3
('AUD', 'MS', 'PARKINSONS', 'RA', 'SZC');19;2.62;4.97;3.3
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'PARKINSONS', 'SLE');12;1.21;3.27;3.3
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'PARKINSONS', 'RA');11;1.14;2.99;3.3
('BPD', 'MDD', 'MS', 'PREECLAMPSIA', 'SZC');23;3.03;6.06;3.3
('BPD', 'GOUT', 'MS', 'SLE', 'SZC');42;4.71;11.29;3.3
('ASD', 'AUD', 'MS', 'PARKINSONS', 'RA');16;1.45;4.41;3.3
('AUD', 'CHRONICPAIN', 'PARKINSONS', 'SLE', 'SZC');18;1.69;4.94;3.3
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SZC');23;2.52;6.21;3.3
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'PARKINSONS', 'SLE');24;3.26;6.28;3.3
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'SLE');10;0.88;2.76;3.3
('ANOREXIA', 'BILIARYCHIRROSIS', 'MS', 'RA', 'SLE');16;2.21;4.18;3.3
('ASD', 'AUD', 'CHRONICPAIN', 'SZC');17;1.61;4.66;3.3
('AUD', 'PREECLAMPSIA', 'RA', 'SLE', 'SZC');31;3.67;8.29;3.3
('BPD', 'MDD', 'MS', 'PARKINSONS', 'SLE');16;1.79;4.31;3.3
('BILIARYCHIRROSIS', 'BPD', 'MS', 'PARKINSONS', 'RA');31;4.51;8.03;3.3
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'SLE');35;4.41;9.28;3.3
('AUD', 'MS', 'PREECLAMPSIA', 'RA');37;4.73;9.77;3.3
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'RA');10;0.88;2.76;3.3
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SLE');10;0.97;2.74;3.3
('AUD', 'MS', 'RA', 'SLE');63;10.0;16.06;3.3
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MS', 'RA');20;2.36;5.34;3.3
('MS', 'PARKINSONS', 'RA', 'SLE');85;12.77;21.88;3.3
('AUD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');9;0.89;2.46;3.3
('BILIARYCHIRROSIS', 'BPD', 'GOUT', 'PREECLAMPSIA', 'SLE');12;1.21;3.27;3.3
('AUD', 'MDD', 'MIGRAINE', 'MS');28;3.68;7.38;3.3
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'RA', 'SZC');43;7.63;10.73;3.3
('MDD', 'RA', 'SLE', 'SZC');223;42.19;54.87;3.3
